aX,aY,aZ,gX,gY,gZ
23.094,-7.163,-3.244,1.367,2.833,-1.077
25.043,-8.418,-4.791,1.753,3.899,-1.467
25.788,-9.323,-6.316,2.148,4.914,-1.831
26.049,-10.178,-8.502,2.686,6.142,-2.249
25.599,-10.963,-12.213,3.519,8.063,-2.917
24.009,-11.143,-15.172,4.143,8.731,-3.515
20.042,-11.133,-19.240,4.923,8.731,-4.409
15.938,-10.975,-22.345,5.419,8.731,-5.123
11.181,-10.429,-25.125,5.811,8.731,-5.847
4.209,-8.933,-28.106,6.155,8.731,-6.765
-0.917,-7.484,-29.609,6.215,8.731,-7.379
-5.665,-5.938,-30.507,6.088,8.731,-7.882
-10.108,-3.445,-30.605,5.596,8.731,-8.345
-12.043,-1.286,-29.935,4.959,8.731,-8.547
-13.245,0.814,-28.541,4.143,8.731,-8.641
-13.781,3.280,-25.458,2.932,8.731,-8.625
-13.487,4.767,-22.570,2.004,8.731,-8.539
-13.115,5.830,-19.606,1.093,8.731,-8.410
-12.847,7.075,-15.490,-0.100,8.731,-8.225
-13.185,7.286,-12.663,-0.995,8.731,-8.012
-13.582,6.891,-9.151,-1.817,8.731,-7.783
-14.612,5.420,-3.266,-2.614,8.731,-7.468
-15.459,3.558,1.245,-2.949,8.731,-7.162
-17.052,1.525,6.230,-3.021,8.731,-6.792
-19.364,-0.464,13.082,-2.767,8.731,-6.165
-21.344,-1.267,18.471,-2.366,8.731,-5.607
-24.011,-1.046,25.589,-1.583,8.731,-4.745
-26.145,-0.014,30.337,-0.874,8.731,-3.984
-31.005,12.407,34.888,1.014,4.040,-0.088
-30.981,15.718,31.728,0.758,1.801,0.957
-30.126,17.063,29.032,0.346,0.282,1.610
-28.510,16.621,26.166,-0.194,-1.062,2.131
-26.207,13.834,22.417,-0.889,-2.607,2.594
-24.512,11.059,19.652,-1.277,-3.591,2.802
-22.865,8.282,17.219,-1.534,-4.399,2.907
-20.681,4.922,14.578,-1.653,-5.244,2.951
-19.199,2.895,13.063,-1.604,-5.712,2.954
-17.813,1.487,11.832,-1.464,-6.067,2.965
-16.391,0.725,10.609,-1.209,-6.401,3.013
-15.505,1.025,9.969,-1.031,-6.566,3.082
-14.681,1.767,9.560,-0.911,-6.680,3.165
-13.791,2.703,9.333,-0.864,-6.780,3.337
-13.199,3.587,9.579,-0.908,-6.846,3.505
-12.752,4.204,9.931,-1.015,-6.923,3.689
-12.421,4.140,10.678,-1.200,-7.090,3.913
-12.546,3.728,11.277,-1.306,-7.307,4.066
-12.392,3.223,11.794,-1.374,-7.586,4.198
-11.911,2.523,12.522,-1.381,-8.036,4.250
-11.609,2.006,12.878,-1.324,-8.466,4.222
-11.049,1.475,12.828,-1.183,-8.731,4.140
-10.391,1.413,12.407,-1.059,-8.731,4.043
-9.790,1.535,11.629,-0.952,-8.731,3.928
-8.985,1.918,10.032,-0.871,-8.731,3.784
-8.317,2.298,8.600,-0.873,-8.731,3.692
-7.501,2.691,7.089,-0.930,-8.731,3.605
-6.306,3.053,5.167,-1.090,-8.731,3.473
-5.332,3.206,3.778,-1.256,-8.731,3.368
-4.266,3.254,2.512,-1.445,-8.731,3.236
-2.969,2.933,1.030,-1.720,-8.731,3.020
-2.176,2.476,0.062,-1.929,-8.731,2.856
-1.410,2.047,-0.757,-2.125,-8.731,2.707
-0.292,1.530,-1.695,-2.365,-8.731,2.508
0.496,1.010,-2.188,-2.535,-8.731,2.365
1.156,0.467,-2.600,-2.679,-8.731,2.236
2.030,-0.220,-2.945,-2.816,-8.731,2.092
5.581,-2.236,-3.531,-2.632,-8.731,1.771
6.785,-2.828,-3.460,-2.405,-8.731,1.654
7.803,-3.189,-3.354,-2.210,-8.731,1.568
8.545,-3.524,-3.208,-2.016,-8.731,1.499
9.773,-3.778,-3.170,-1.737,-8.731,1.430
10.551,-3.922,-2.911,-1.539,-8.121,1.394
11.600,-3.931,-2.921,-1.299,-7.495,1.354
13.034,-3.833,-3.010,-0.999,-6.749,1.295
14.222,-3.661,-3.096,-0.784,-6.182,1.221
16.108,-3.515,-3.290,-0.513,-5.415,1.135
17.856,-3.484,-3.531,-0.335,-4.798,1.019
19.343,-3.342,-3.788,-0.193,-4.131,0.851
21.232,-2.792,-4.518,-0.038,-3.191,0.576
22.585,-2.397,-5.339,0.034,-2.414,0.325
24.155,-2.107,-6.213,0.060,-1.559,0.044
26.578,-2.138,-7.372,0.052,-0.332,-0.389
28.352,-2.507,-8.387,0.024,0.663,-0.768
29.935,-3.093,-9.376,-0.020,1.775,-1.220
31.003,-4.451,-10.910,-0.020,3.443,-1.914
30.924,-5.648,-12.584,0.053,4.854,-2.512
29.968,-6.974,-14.674,0.209,6.417,-3.180
27.296,-8.947,-17.640,0.516,8.664,-4.194
23.932,-10.283,-19.838,0.804,8.731,-5.017
19.443,-11.351,-22.223,1.102,8.731,-5.864
12.383,-12.431,-25.359,1.459,8.731,-6.958
7.092,-12.759,-27.028,1.665,8.731,-7.697
2.167,-12.392,-28.070,1.776,8.731,-8.333
-3.407,-11.471,-28.944,1.698,8.731,-8.731
-6.835,-10.530,-29.075,1.492,8.731,-8.731
-9.469,-9.165,-28.520,1.187,8.731,-8.731
-11.803,-6.795,-26.497,0.633,8.731,-8.731
-12.531,1.109,-15.366,-1.652,8.731,-8.570
-13.795,1.530,-10.685,-2.388,8.731,-8.188
-14.909,0.958,-6.615,-2.836,8.731,-7.888
-16.065,-0.208,-1.999,-3.141,8.731,-7.569
-17.700,-1.731,4.951,-3.284,8.731,-7.128
-19.462,-2.686,10.862,-3.162,8.731,-6.737
-22.517,-3.029,19.453,-2.692,8.731,-6.123
-25.285,-2.456,25.778,-2.115,8.731,-5.525
-27.950,-0.795,31.524,-1.425,8.731,-4.761
-31.079,3.139,37.086,-0.529,8.731,-3.513
-33.217,6.807,39.313,-0.013,7.848,-2.481
-34.776,10.341,39.504,0.308,5.722,-1.425
-34.989,13.441,36.988,0.397,2.988,-0.160
-33.519,13.642,33.914,0.270,1.124,0.601
-31.244,12.215,30.177,0.071,-0.522,1.174
-27.722,8.981,24.780,-0.167,-2.327,1.645
-24.916,6.314,20.743,-0.273,-3.373,1.794
-22.225,3.807,16.903,-0.304,-4.164,1.807
-18.646,1.140,12.249,-0.257,-4.829,1.672
-16.154,-0.199,9.242,-0.178,-5.051,1.495
-13.788,-0.994,6.598,-0.096,-5.067,1.278
-11.056,-1.353,3.737,-0.014,-4.805,0.968
-9.201,-1.204,2.047,0.008,-4.441,0.733
-7.568,-0.895,0.809,-0.013,-3.964,0.511
-5.756,-0.618,-0.168,-0.087,-3.214,0.265
-4.640,-0.536,-0.378,-0.157,-2.601,0.123
-3.567,-0.599,-0.184,-0.240,-1.781,-0.008
-3.103,-0.776,0.311,-0.279,-1.192,-0.054
-2.725,-0.783,0.919,-0.294,-0.645,-0.067
-2.418,0.359,5.401,-0.039,1.065,0.132
-2.514,0.747,6.397,0.052,1.220,0.223
-2.636,1.132,7.367,0.144,1.294,0.329
-2.727,1.626,8.557,0.261,1.289,0.475
-2.840,1.963,9.392,0.336,1.216,0.573
-2.854,2.164,9.917,0.388,1.078,0.655
-2.856,2.385,10.578,0.396,0.906,0.735
-2.840,2.567,11.037,0.390,0.730,0.740
-2.892,2.523,11.420,0.384,0.532,0.731
-2.835,2.509,11.674,0.366,0.243,0.688
-2.763,2.483,11.789,0.336,0.020,0.636
-2.605,2.452,11.734,0.287,-0.203,0.573
-2.464,2.346,11.619,0.196,-0.469,0.486
-2.351,2.229,11.507,0.135,-0.653,0.433
-2.224,2.126,11.344,0.085,-0.825,0.390
-2.045,1.920,11.004,0.030,-1.032,0.346
-1.920,1.745,10.721,-0.009,-1.164,0.324
-1.815,1.618,10.460,-0.048,-1.272,0.311
-1.690,1.463,10.166,-0.090,-1.381,0.319
-1.504,1.374,9.953,-0.111,-1.443,0.335
-1.377,1.264,9.682,-0.128,-1.494,0.342
-1.281,1.034,9.349,-0.144,-1.528,0.372
-1.214,0.986,9.182,-0.148,-1.528,0.402
-1.137,1.032,9.081,-0.138,-1.514,0.428
-1.118,1.068,9.019,-0.094,-1.494,0.464
-1.092,1.087,8.973,-0.042,-1.482,0.497
-1.113,1.104,8.914,0.022,-1.465,0.533
-1.176,1.097,8.849,0.109,-1.431,0.592
-1.238,1.097,8.832,0.166,-1.392,0.648
-1.252,1.166,8.842,0.213,-1.351,0.696
-1.365,1.250,8.940,0.257,-1.289,0.741
-1.470,1.300,9.014,0.291,-1.256,0.763
-1.678,1.413,9.062,0.321,-1.226,0.765
-2.047,1.614,9.069,0.362,-1.209,0.754
-2.083,1.796,9.088,0.375,-1.195,0.726
-2.090,1.968,9.239,0.370,-1.183,0.677
-2.239,2.239,9.407,0.359,-1.181,0.599
-2.447,2.478,9.443,0.351,-1.196,0.541
-2.574,2.722,9.373,0.335,-1.213,0.491
-2.629,3.036,9.369,0.290,-1.236,0.424
-2.660,3.244,9.328,0.237,-1.257,0.378
-2.722,3.417,9.294,0.175,-1.273,0.334
-2.847,3.539,9.239,0.098,-1.301,0.286
-2.993,3.598,9.232,0.053,-1.330,0.260
-3.074,3.654,9.167,0.023,-1.369,0.242
-2.978,3.601,9.103,-0.011,-1.421,0.229
-2.880,3.519,9.086,-0.030,-1.454,0.224
-2.732,3.426,9.009,-0.044,-1.484,0.225
-2.516,3.373,8.890,-0.062,-1.507,0.223
-2.461,3.223,8.784,-0.074,-1.507,0.228
-2.370,3.105,8.708,-0.083,-1.493,0.242
-2.222,2.928,8.540,-0.094,-1.467,0.265
-2.133,2.787,8.413,-0.101,-1.434,0.293
-1.951,2.732,8.313,-0.107,-1.394,0.313
-1.745,2.717,8.234,-0.110,-1.327,0.324
-1.657,2.665,8.164,-0.109,-1.270,0.330
-1.583,2.610,8.131,-0.102,-1.209,0.344
-1.444,2.588,8.092,-0.081,-1.128,0.364
-1.346,2.559,8.052,-0.063,-1.065,0.380
-1.264,2.543,8.021,-0.043,-0.993,0.397
-1.183,2.514,7.997,-0.014,-0.894,0.427
-1.142,2.468,8.033,0.012,-0.817,0.455
-1.130,2.397,8.056,0.043,-0.746,0.491
-1.087,2.370,8.073,0.083,-0.648,0.546
-1.027,2.370,8.097,0.106,-0.574,0.582
-1.001,2.365,8.143,0.123,-0.500,0.612
-1.013,2.334,8.234,0.133,-0.408,0.641
-1.006,2.294,8.296,0.135,-0.345,0.655
-0.977,2.248,8.382,0.127,-0.284,0.657
-0.948,2.186,8.490,0.101,-0.211,0.645
-1.080,2.133,8.602,0.079,-0.156,0.625
-0.996,2.188,8.844,0.055,-0.094,0.598
-0.795,2.401,8.650,0.007,-0.106,0.501
-1.094,2.172,8.784,-0.061,0.037,0.458
-1.312,2.088,9.220,-0.070,0.119,0.448
-1.472,1.956,9.560,-0.054,0.055,0.435
-1.535,1.875,9.697,0.004,-0.082,0.444
-1.393,1.920,9.622,0.055,-0.212,0.434
-1.314,1.877,9.505,0.096,-0.313,0.416
-1.214,1.844,9.390,0.098,-0.339,0.394
-1.233,1.769,9.450,0.088,-0.339,0.375
-1.180,1.760,9.464,0.076,-0.370,0.354
-1.195,1.781,9.529,0.065,-0.376,0.343
-1.293,1.750,9.572,0.059,-0.404,0.347
-1.197,1.798,9.529,0.047,-0.450,0.366
-1.250,1.726,9.517,0.030,-0.476,0.382
-1.322,1.583,9.503,0.015,-0.503,0.412
-1.202,1.566,9.543,0.003,-0.531,0.423
-1.240,1.513,9.598,0.009,-0.561,0.406
-1.302,1.405,9.658,0.034,-0.609,0.390
-1.271,1.346,9.606,0.078,-0.688,0.370
-1.235,1.365,9.522,0.097,-0.730,0.350
-1.211,1.384,9.421,0.102,-0.756,0.335
-1.156,1.468,9.318,0.098,-0.757,0.322
-1.154,1.547,9.340,0.100,-0.747,0.315
-1.207,1.623,9.354,0.114,-0.758,0.313
-1.188,1.707,9.335,0.136,-0.791,0.317
-1.058,1.882,9.275,0.173,-0.843,0.304
-0.965,1.987,9.189,0.195,-0.886,0.282

23.008,-6.206,-3.584,-0.111,1.935,-1.314
25.046,-7.884,-5.533,0.214,2.772,-1.594
26.990,-9.189,-8.818,0.945,4.415,-2.020
27.768,-10.333,-12.139,1.703,6.016,-2.402
27.258,-11.583,-15.596,2.521,7.829,-2.886
24.186,-12.919,-19.865,3.592,8.731,-3.715
20.468,-13.197,-22.594,4.324,8.731,-4.439
16.032,-12.541,-25.230,4.966,8.731,-5.192
9.203,-10.544,-28.592,5.585,8.731,-6.151
3.871,-8.655,-30.684,5.808,8.731,-6.778
-1.130,-6.792,-32.032,5.782,8.731,-7.298
-6.452,-4.448,-32.353,5.389,8.731,-7.806
-9.254,-2.401,-31.943,4.848,8.731,-8.069
-11.897,0.563,-30.267,3.829,8.731,-8.257
-12.945,2.988,-28.199,2.932,8.731,-8.269
-13.180,5.523,-25.917,1.943,8.731,-8.195
-13.108,7.901,-22.419,0.486,8.731,-8.039
-12.960,8.514,-19.407,-0.642,8.731,-7.929
-13.029,8.128,-15.998,-1.730,8.731,-7.830
-13.427,6.026,-10.968,-2.950,8.731,-7.730
-13.858,3.503,-6.646,-3.592,8.731,-7.676
-14.509,0.460,-2.169,-3.956,8.731,-7.609
-15.739,-3.208,4.489,-3.996,8.731,-7.463
-17.020,-4.980,9.594,-3.708,8.731,-7.291
-18.854,-5.780,14.777,-3.193,8.731,-7.021
-22.029,-4.800,21.538,-2.256,8.731,-6.454
-24.785,-2.368,26.087,-1.484,8.731,-5.882
-27.658,0.955,29.928,-0.769,8.731,-5.170
-33.263,15.830,30.490,-0.014,2.348,-1.092
-31.864,15.311,27.873,-0.343,0.802,-0.413
-29.353,12.737,23.935,-0.785,-0.959,0.259
-27.404,10.233,20.959,-1.050,-2.033,0.612
-25.319,7.779,18.150,-1.233,-2.897,0.861
-22.503,5.148,14.930,-1.364,-3.739,1.054
-20.621,3.577,12.864,-1.393,-4.167,1.140
-18.878,2.375,11.116,-1.376,-4.441,1.206
-16.788,1.427,9.325,-1.308,-4.609,1.286
-15.433,1.231,8.430,-1.245,-4.620,1.357
-14.253,1.393,7.824,-1.191,-4.559,1.442
-12.979,1.753,7.408,-1.158,-4.405,1.568
-12.333,1.714,7.477,-1.155,-4.252,1.697
-11.729,1.607,7.779,-1.150,-4.096,1.845
-11.195,1.168,8.514,-1.098,-3.924,2.082
-10.807,0.955,9.172,-1.017,-3.836,2.266
-10.496,0.754,9.924,-0.899,-3.783,2.432
-10.161,0.505,10.915,-0.674,-3.809,2.645
-9.876,0.474,11.559,-0.476,-3.880,2.796
-9.524,0.704,12.301,-0.197,-4.064,2.963
-9.340,1.144,12.814,0.011,-4.282,3.081
-9.043,1.915,13.178,0.197,-4.578,3.199
-8.691,2.938,13.326,0.359,-5.087,3.358
-8.406,3.558,13.192,0.403,-5.549,3.484
-8.035,4.077,12.845,0.396,-6.031,3.603
-7.329,4.843,12.206,0.316,-6.668,3.722
-6.613,5.397,11.605,0.210,-7.116,3.760
-6.009,5.686,10.949,0.074,-7.527,3.749
-5.411,5.734,10.230,-0.088,-7.899,3.704
-4.683,5.452,9.182,-0.331,-8.329,3.627
-4.049,5.160,8.361,-0.520,-8.580,3.567
-3.251,4.640,7.228,-0.775,-8.731,3.485
-2.667,4.108,6.376,-0.966,-8.731,3.443
-2.112,3.565,5.552,-1.143,-8.731,3.413
-1.223,2.775,4.422,-1.375,-8.731,3.386
-0.364,2.097,3.852,-1.537,-8.731,3.364
0.476,1.456,3.407,-1.676,-8.708,3.318
1.504,0.630,2.995,-1.826,-8.566,3.212
2.219,0.093,2.777,-1.905,-8.476,3.083
2.837,-0.474,2.550,-1.948,-8.374,2.928
3.613,-1.147,2.413,-1.953,-8.166,2.697
4.286,-1.628,2.282,-1.915,-7.936,2.515
5.162,-2.229,2.083,-1.845,-7.631,2.329
6.567,-3.397,1.879,-1.735,-7.123,2.062
7.685,-4.369,1.820,-1.656,-6.692,1.853
8.957,-5.291,1.621,-1.560,-6.200,1.633
11.123,-6.689,1.092,-1.390,-5.373,1.299
18.974,-11.219,-1.453,-0.450,-1.027,-0.545
20.581,-12.009,-2.693,0.048,0.366,-1.201
21.584,-12.981,-5.669,0.953,2.466,-2.176
21.201,-13.408,-8.758,1.709,4.215,-2.909
19.295,-13.127,-13.099,2.636,6.698,-3.806
16.920,-12.325,-15.742,3.192,8.544,-4.421
14.030,-11.167,-17.705,3.576,8.731,-4.989
9.811,-9.457,-19.276,3.766,8.731,-5.678
6.493,-8.135,-19.941,3.697,8.731,-6.150
3.017,-6.857,-20.042,3.482,8.731,-6.575
-1.135,-5.054,-19.218,3.032,8.731,-7.035
-3.419,-3.227,-17.983,2.574,8.731,-7.280
-5.064,-0.893,-16.489,1.997,8.731,-7.449
-6.900,2.042,-13.690,1.021,8.731,-7.614
-8.428,3.211,-10.772,0.207,8.731,-7.728
-10.089,3.412,-7.240,-0.578,8.731,-7.829
-12.577,2.444,-1.642,-1.453,8.731,-7.930
-14.583,1.551,3.491,-1.900,8.731,-7.949
-16.637,0.848,9.086,-2.154,8.731,-7.883
-19.965,0.529,17.779,-2.164,8.731,-7.620
-22.778,1.207,24.545,-1.908,8.731,-7.232
-25.711,2.983,30.734,-1.484,8.731,-6.623
-29.255,7.154,37.091,-0.838,8.050,-5.478
-32.039,10.341,39.581,-0.387,5.852,-4.415
-32.714,12.716,39.263,-0.072,3.640,-3.208
-31.170,13.647,36.397,0.136,0.982,-1.807
-28.718,11.756,32.417,0.371,-0.847,-0.845
-25.223,9.191,27.344,0.631,-2.356,-0.055
-20.391,5.753,20.011,1.009,-3.831,0.714
-16.915,3.883,14.674,1.220,-4.483,1.066
-6.381,2.401,-0.994,0.934,-3.715,0.914
-5.339,2.337,-2.016,0.659,-3.084,0.656
-4.583,2.004,-2.392,0.366,-2.410,0.389
-4.096,1.381,-1.982,0.003,-1.513,0.065
-4.101,0.900,-1.061,-0.216,-0.887,-0.135
-4.413,0.555,0.182,-0.334,-0.352,-0.250
-4.731,0.539,2.207,-0.363,0.202,-0.286
-5.025,0.797,3.742,-0.313,0.474,-0.257
-5.346,1.125,5.121,-0.254,0.650,-0.167
-5.727,1.748,6.891,-0.191,0.764,0.036
-5.835,2.270,8.016,-0.168,0.762,0.200
-6.014,2.686,9.026,-0.160,0.709,0.363
-6.199,2.988,10.096,-0.133,0.552,0.594
-6.220,3.141,10.666,-0.104,0.377,0.758
-6.146,3.156,11.032,-0.073,0.166,0.899
-5.887,3.091,11.310,-0.034,-0.143,1.037
-5.614,3.053,11.337,-0.011,-0.383,1.100
-5.318,3.031,11.238,0.002,-0.613,1.129
-5.042,2.887,11.162,0.011,-0.893,1.135
-4.851,2.672,11.009,0.024,-1.106,1.154
-4.549,2.500,10.819,0.032,-1.297,1.162
-4.195,2.205,10.515,0.041,-1.531,1.167
-3.869,2.009,10.190,0.034,-1.672,1.164
-3.634,1.808,9.871,0.014,-1.774,1.140
-3.393,1.437,9.500,-0.013,-1.879,1.088
-3.187,1.159,9.242,-0.026,-1.934,1.038
-2.923,0.915,9.007,-0.038,-1.974,0.978
-2.617,0.587,8.660,-0.068,-1.988,0.885
-2.490,0.321,8.411,-0.097,-1.976,0.816
-2.298,0.124,8.143,-0.131,-1.948,0.747
-2.131,-0.062,7.937,-0.173,-1.881,0.658
-2.047,-0.163,7.827,-0.186,-1.817,0.604
-2.002,-0.244,7.774,-0.179,-1.745,0.564
-1.899,-0.261,7.714,-0.139,-1.649,0.530
-1.860,-0.259,7.673,-0.087,-1.580,0.516
-1.803,-0.235,7.645,0.002,-1.491,0.517
-1.748,-0.196,7.642,0.074,-1.424,0.529
-1.683,-0.089,7.623,0.140,-1.352,0.542
-1.623,0.204,7.606,0.203,-1.242,0.560
-1.580,0.503,7.561,0.217,-1.149,0.570
-1.539,0.836,7.566,0.201,-1.048,0.571
-1.554,1.190,7.599,0.141,-0.907,0.559
-1.671,1.372,7.690,0.078,-0.800,0.542
-1.846,1.520,7.815,0.007,-0.700,0.523
-2.081,1.695,8.001,-0.097,-0.573,0.496
-2.239,1.803,8.179,-0.172,-0.493,0.474
-2.533,1.915,8.423,-0.238,-0.432,0.453
-2.691,2.286,8.868,-0.327,-0.364,0.419
-2.825,2.509,8.727,-0.401,-0.395,0.391
-2.801,2.679,8.736,-0.533,-0.284,0.353
-3.292,2.729,9.433,-0.607,-0.202,0.307
-3.646,2.557,9.838,-0.583,-0.288,0.308
-3.984,2.409,10.156,-0.485,-0.479,0.334
-3.953,2.476,10.154,-0.338,-0.752,0.357
-3.994,2.418,10.127,-0.242,-0.918,0.387
-3.946,2.363,10.094,-0.164,-1.046,0.417
-3.970,2.241,10.104,-0.070,-1.188,0.468
-3.816,2.274,9.991,-0.000,-1.285,0.502
-3.843,2.246,10.048,0.072,-1.361,0.538
-3.706,2.282,9.938,0.178,-1.502,0.596
-3.541,2.358,9.661,0.221,-1.573,0.628
-3.409,2.433,9.483,0.232,-1.604,0.659
-3.249,2.571,9.275,0.217,-1.617,0.679
-3.117,2.739,9.237,0.211,-1.632,0.673
-3.053,2.844,9.175,0.223,-1.677,0.664
-2.883,2.995,8.976,0.244,-1.748,0.651
-2.698,3.069,8.792,0.253,-1.799,0.635
-2.492,3.115,8.578,0.235,-1.822,0.616
-2.263,3.141,8.365,0.179,-1.804,0.588
-2.121,3.055,8.229,0.127,-1.754,0.578
-1.992,2.993,8.215,0.087,-1.677,0.569
-1.937,2.818,8.238,0.078,-1.611,0.577
-1.384,2.504,7.994,0.276,-1.599,0.678
-1.204,2.471,7.922,0.313,-1.565,0.695
-1.044,2.442,7.896,0.345,-1.498,0.717
-0.962,2.397,7.879,0.356,-1.441,0.740
-0.833,2.425,7.834,0.357,-1.376,0.758
-0.716,2.454,7.836,0.349,-1.284,0.766
-0.627,2.488,7.834,0.335,-1.214,0.760
-0.548,2.500,7.812,0.317,-1.142,0.747
-0.436,2.519,7.831,0.286,-1.042,0.715
-0.397,2.509,7.855,0.261,-0.972,0.686
-0.376,2.485,7.884,0.234,-0.903,0.659
-0.338,2.488,7.949,0.202,-0.810,0.619
-0.338,2.500,8.011,0.179,-0.743,0.589
-0.359,2.538,8.078,0.155,-0.678,0.566
-0.395,2.610,8.164,0.110,-0.588,0.560
-0.419,2.665,8.291,0.064,-0.518,0.569
-0.472,2.629,8.449,0.017,-0.463,0.586
-0.594,2.471,8.650,-0.032,-0.425,0.623
-0.661,2.330,8.796,-0.052,-0.429,0.656
-0.680,2.188,8.897,-0.059,-0.448,0.685
-0.673,2.011,8.973,-0.060,-0.479,0.707
-0.675,1.822,8.945,-0.059,-0.499,0.716
-0.515,1.810,9.139,-0.066,-0.486,0.705
-0.309,1.865,8.856,-0.102,-0.504,0.625
-0.575,1.621,8.985,-0.149,-0.390,0.599
-0.532,1.666,9.141,-0.162,-0.357,0.568
-0.702,1.621,9.364,-0.155,-0.366,0.522
-0.785,1.638,9.385,-0.112,-0.461,0.503
-0.747,1.781,9.311,-0.073,-0.541,0.473
-0.773,1.891,9.175,-0.039,-0.612,0.436
-0.728,1.966,9.103,-0.037,-0.620,0.412
-0.809,1.982,9.165,-0.043,-0.614,0.395
-0.812,2.090,9.151,-0.053,-0.628,0.387
-0.828,2.184,9.184,-0.069,-0.614,0.380
-0.927,2.198,9.196,-0.087,-0.614,0.385
-0.900,2.282,9.136,-0.125,-0.601,0.401
-0.869,2.351,9.146,-0.161,-0.561,0.403
-0.864,2.399,9.196,-0.196,-0.531,0.398
-0.828,2.502,9.309,-0.225,-0.503,0.367
-0.927,2.473,9.433,-0.224,-0.530,0.334
-1.018,2.416,9.476,-0.207,-0.619,0.310
-1.032,2.399,9.433,-0.178,-0.756,0.284
-0.974,2.404,9.345,-0.166,-0.828,0.266
-0.864,2.392,9.213,-0.173,-0.863,0.250
-0.778,2.385,9.155,-0.190,-0.845,0.230
-0.795,2.298,9.182,-0.203,-0.814,0.213
